#{"t_start": 1690534340.438434, "env_id": "highway-v0"}
r,l,t
24.416509,33,4569.893099
31.633737,40,4581.233946
9.290693,13,4584.90579
11.779586,15,4589.126417
4.992446,6,4590.856183
6.35414,8,4593.133123
1.069811,2,4593.716703
12.530937,16,4598.220128
25.656958,36,4608.536996
29.586028,40,4619.849796
19.818163,28,4627.754905
5.462074,7,4629.746668
11.766612,14,4633.779072
6.553503,9,4636.300217
3.180167,5,4637.769545
16.512731,24,4644.579619
1.688889,3,4645.519397
8.331162,11,4648.60498
22.9484,31,4657.219866
5.08183,7,4659.208326
21.663128,27,4666.896468
2.039988,3,4667.762407
6.354982,9,4670.265184
14.546494,19,4675.65389
25.589072,34,4685.295307
12.351872,15,4689.501736
15.22391,20,4695.312579
4.040227,6,4697.041487
13.507147,18,4702.259668
28.129743,38,4713.235232
9.932383,12,4716.647165
3.904638,5,4718.075375
2.884432,4,4719.240825
5.019113,7,4721.249492
7.283546,9,4723.844778
17.659464,22,4730.208182
4.153401,6,4731.981005
8.552199,10,4734.82951
3.483201,5,4736.296141
20.201018,27,4743.979777
27.836778,36,4754.355781
12.055018,14,4758.359959
18.434477,20,4764.039258
2.644444,4,4765.192748
2.039988,3,4766.063159
5.419647,8,4768.438759
14.369908,18,4773.585063
7.042261,10,4776.431556
4.016307,5,4777.859493
15.239703,21,4783.78893
7.733596,9,4786.474788
29.220324,40,4797.910846
6.681458,8,4800.25751
12.263251,16,4804.975171
13.437643,15,4809.226736
4.437146,6,4810.948831
28.67922,38,4821.845922
9.80293,13,4825.705181
7.01946,9,4828.282393
14.859602,20,4833.964756
3.795441,5,4835.407526
7.595775,11,4838.561922
3.509612,5,4839.990175
5.796558,8,4842.365026
2.016534,3,4843.29642
5.488908,8,4845.640927
14.774404,20,4851.368508
4.290994,6,4853.115411
12.679468,17,4857.975617
5.28142,7,4860.030211
6.972546,10,4862.934475
6.552145,9,4865.477035
21.171968,27,4873.187643
10.946073,15,4889.530216
5.155846,8,4891.784006
12.441403,17,4896.683971
20.230525,24,4903.5235
14.27956,17,4908.315684
5.692429,9,4910.901889
26.21085,33,4920.286938
1.642957,3,4921.177773
25.049175,33,4930.461982
20.754717,30,4938.778515
9.075761,11,4941.896532
19.989024,28,4949.741451
20.127631,28,4957.588912
15.558132,20,4963.217994
8.144102,11,4966.296255
24.557556,33,4975.618378
22.086237,30,4984.113612
23.917681,30,4992.52976
9.199673,12,4996.077564
17.231772,21,5002.128748
3.7374,6,5003.814199
25.527286,34,5013.617366
1.753497,3,5014.483188
17.215337,23,5021.001772
2.993644,4,5022.125128
5.591865,7,5024.164669
1.910548,3,5025.087131
29.064957,40,5036.696901
7.640261,10,5039.551308
9.669209,13,5043.250947
23.518982,27,5051.195079
8.863225,12,5054.814068
7.041575,10,5057.67613
19.325198,25,5064.939924
12.147132,16,5069.576927
7.992015,10,5072.489812
1.886831,3,5073.365433
13.800887,19,5078.819487
9.931874,13,5082.460694
5.439189,7,5084.524438
9.502054,12,5088.052547
5.982319,9,5090.596394
6.751326,10,5093.43456
12.393869,16,5097.882144
11.080866,15,5102.27784
4.746353,6,5103.977357
2.999387,4,5105.096537
15.066636,20,5110.784386
9.079759,11,5113.89889
32.207199,37,5124.379811
6.954623,9,5126.901271
2.649132,4,5128.036726
25.164397,34,5137.709315
2.709883,4,5138.889931
3.176939,5,5140.349539
20.79293,26,5147.747226
1.81965,3,5148.670386
1.042986,2,5149.277645
3.758834,6,5151.095963
16.145185,21,5157.081738
10.707436,16,5161.635917
10.176275,14,5165.592054
8.109257,12,5169.005914
1.842386,3,5169.908412
20.525999,26,5177.430866
5.125114,7,5179.450355
32.441402,40,5190.936498
14.900819,17,5195.873487
5.774216,8,5198.120549
16.726412,24,5205.125473
9.345687,11,5208.308039
26.634658,31,5217.228171
8.248305,10,5220.187129
24.467721,33,5229.688329
23.83937,32,5238.963415
4.738569,7,5240.947039
11.744337,14,5244.886178
16.243383,22,5251.084231
1.818329,3,5251.970258
6.80304,9,5254.552427
27.41731,38,5265.48029
22.520036,30,5274.077765
16.610598,20,5279.772684
5.13777,7,5281.776579
7.372427,10,5284.665651
17.680595,22,5290.992566
9.061355,12,5294.378524
4.264713,6,5296.116424
8.577969,13,5299.740943
4.06368,6,5301.44466
25.412412,32,5310.762598
16.280267,23,5330.074396
26.46044,33,5339.469588
11.019477,13,5343.190337
6.668378,8,5345.490174
2.705423,4,5346.666855
26.444092,34,5356.278765
20.725416,27,5363.940631
1.731487,3,5364.820894
9.063013,12,5368.288288
23.277012,28,5376.347074
2.094011,4,5377.483024
14.659472,19,5382.939126
8.552171,10,5385.787015
2.686827,4,5386.882978
1.754993,3,5387.749094
22.858737,30,5396.376758
10.261435,13,5400.124557
21.818639,28,5408.195504
32.38985,40,5419.68754
1.842383,3,5420.533535
32.003518,40,5432.011505
13.531512,16,5436.55589
1.820164,3,5437.444524
9.283634,11,5440.617527
6.90744,10,5443.553746
29.703972,40,5455.00481
29.437915,40,5466.443162
26.997448,37,5477.074578
18.615152,25,5484.245871
11.578431,13,5487.960165
23.99147,32,5497.172024
17.582814,21,5503.171134
9.732903,14,5507.23073
25.897046,32,5516.507423
8.15473,12,5520.025387
2.662847,4,5521.180209
23.036685,32,5530.305043
8.910307,12,5533.697121
11.069449,16,5538.3113
12.697874,17,5543.241356
5.575691,7,5545.238546
11.394103,15,5549.574384
12.352604,16,5554.179226
23.065164,32,5563.373772
6.68092,9,5566.034157
29.112009,40,5577.535258
29.831542,36,5587.930012
12.885897,17,5592.921777
17.771199,22,5599.226407
7.201837,10,5602.112799
19.081851,27,5609.830357
12.769056,16,5614.283423
13.95175,17,5619.095795
22.856267,28,5627.152872
6.351475,9,5629.717525
1.620735,3,5630.561426
28.948738,40,5641.952557
30.271178,40,5653.166433
29.011612,39,5664.23156
11.549972,16,5668.715836
1.97209,3,5669.580382
2.839496,4,5670.698118
5.391311,7,5672.698877
30.90644,40,5683.911371
4.79876,7,5685.906238
21.373459,26,5693.309315
15.533732,17,5698.23442
13.823185,18,5703.30032
6.728094,8,5705.590369
13.587824,15,5709.938267
12.324183,14,5713.928631
12.253033,14,5717.949904
13.280915,18,5723.157849
7.426792,10,5726.100436
1.97209,3,5726.97276
15.856363,21,5733.096091
14.415384,19,5738.510014
28.206959,39,5749.851358
8.387558,10,5752.793339
8.378455,12,5756.202372
3.890536,5,5757.621632
15.369568,21,5773.341912
4.772525,7,5775.406697
14.32797,17,5780.277224
6.070317,8,5782.575941
12.072294,15,5786.948052
14.081287,18,5792.107408
29.609971,40,5803.512825
6.286146,8,5805.909434
3.503925,5,5807.371231
2.823065,4,5808.494062
10.776319,15,5812.799626
8.582211,12,5816.248196
30.061543,38,5827.36217
28.477658,35,5837.39846
8.437271,11,5840.622398
1.087786,2,5841.193949
5.354739,8,5843.457683
5.911988,8,5845.788693
4.330675,6,5847.544081
13.692812,17,5852.498219
7.605122,11,5855.626384
2.68433,4,5856.777419
2.706655,4,5857.893654
7.99756,10,5860.783229
30.672781,40,5872.174471
15.999633,21,5878.181655
8.819473,11,5881.363293
25.740657,32,5890.527904
17.103327,23,5897.222987
10.329542,12,5900.637254
1.732557,3,5901.535583
4.860291,6,5903.233189
20.998464,27,5910.856104
6.438104,9,5913.481561
7.484693,10,5916.421961
15.167245,17,5921.2715
9.576014,12,5924.595859
29.442786,40,5936.061467
1.804409,3,5936.945382
5.53347,8,5939.232455
19.620735,27,5946.760233
2.860979,4,5947.93219
9.005119,12,5951.288227
1.754993,3,5952.143939
18.371279,21,5958.109294
18.820632,25,5965.284931
10.6875,15,5969.59049
5.37631,8,5971.892323
2.68433,4,5973.067194
12.635465,16,5977.632111
8.614675,11,5980.849443
10.422124,12,5984.254339
9.731893,14,5988.196442
16.662775,22,5994.374199
7.991543,11,5997.509039
7.914005,10,6000.433415
4.377329,6,6002.175904
23.340152,29,6010.429421
27.975518,40,6021.839999
6.936701,11,6025.050381
2.005625,3,6025.918753
3.418856,5,6027.373495
4.592589,6,6029.052932
4.723952,6,6030.804372
15.099027,19,6036.324451
2.045327,3,6037.245939
4.871214,8,6039.534801
21.85474,29,6047.865733
6.870564,10,6050.790629
16.792741,23,6057.31893
8.532743,12,6060.810983
10.977777,13,6064.49692
1.840551,3,6065.39618
2.599335,4,6066.618969
9.018123,11,6069.881608
13.545257,17,6074.801883
7.954087,10,6077.695172
3.447033,6,6079.425354
4.775131,7,6081.428908
5.204579,8,6083.809385
19.096026,22,6090.180387
27.004566,40,6101.63706
2.530086,4,6102.823243
10.477003,13,6106.600094
12.44515,15,6110.84026
8.166115,11,6113.953106
1.027731,2,6114.517192
24.120111,30,6123.175555
1.024053,2,6123.770554
8.903574,12,6127.187325
10.545515,13,6130.9232
14.506047,17,6135.834331
3.705875,5,6137.313774
8.76741,11,6140.458278
3.285641,5,6141.91857
4.950515,7,6143.95516
12.330997,18,6149.042463
3.122152,4,6150.226847
7.700288,9,6152.883873
18.657854,24,6159.763883
7.220286,9,6162.387727
27.703805,33,6171.860832
1.709053,3,6172.74692
10.7298,15,6177.083988
13.792253,18,6182.232632
15.438693,21,6188.295943
10.236046,14,6192.329869
10.107899,14,6196.336658
1.832355,3,6197.192921
11.252663,14,6213.736285
7.979589,10,6216.638609
3.400114,5,6218.111522
11.947998,14,6222.145539
14.617432,17,6226.939698
7.021653,9,6229.485293
5.438085,7,6231.487575
7.618482,11,6234.587617
12.415854,17,6239.463886
13.170177,18,6244.660652
32.596091,40,6255.971655
15.633082,20,6261.720001
3.198586,5,6263.154243
10.61909,14,6267.112093
33.565791,40,6278.495718
24.631161,32,6287.550127
1.86221,3,6288.411423
4.003623,6,6290.183393
13.728543,17,6295.092548
2.017766,3,6295.933108
27.830065,37,6306.330659
30.25826,40,6317.829877
29.713352,40,6329.395338
2.538842,4,6330.571143
2.935922,5,6332.040955
12.581648,15,6336.324993
11.900859,16,6340.825601
12.729326,16,6345.415066
2.665438,4,6346.589671
6.479965,8,6348.891139
5.530718,8,6351.184723
3.615863,5,6352.659747
2.271123,4,6353.769845
27.306719,35,6363.885447
22.591199,29,6372.082065
24.340992,33,6381.642189
6.792006,8,6384.020182
7.19629,9,6386.651388
28.395723,40,6398.205373
5.106892,7,6400.168756
9.278038,13,6403.890777
2.398501,4,6405.034486
1.754993,3,6405.884086
22.169654,31,6414.790665
5.379883,8,6417.002258
12.733821,17,6421.784921
28.876724,37,6432.507346
20.039337,24,6439.269977
2.883767,4,6440.404591
26.413713,32,6449.704348
0.977215,2,6450.293759
8.76193,12,6453.737228
7.218874,10,6456.575571
3.838529,5,6458.046896
1.119793,2,6458.624442
8.753235,11,6461.787159
10.476257,13,6465.535296
9.294734,12,6468.983513
21.105075,27,6476.674106
4.731734,7,6478.740314
9.169168,11,6481.912
1.665179,3,6482.822171
11.443204,14,6486.872652
14.775512,21,6492.837095
12.72728,16,6497.5456
2.805102,4,6498.679326
6.001754,9,6501.25512
8.337707,10,6504.128888
2.703936,4,6505.254389
16.323415,22,6511.491741
7.68959,11,6514.697772
21.053178,26,6522.086324
6.06561,8,6524.360644
12.897807,15,6528.620339
1.776279,3,6529.576305
4.821766,6,6531.383442
7.903817,10,6534.226841
14.683049,19,6539.63877
1.884432,3,6540.520861
1.860979,3,6541.391441
2.573797,4,6542.526995
28.428147,35,6552.548588
3.770238,5,6553.949843
33.207517,40,6565.275937
5.903675,8,6567.636775
6.712973,9,6570.173247
19.561159,26,6577.646435
22.437321,29,6585.954143
6.370547,8,6588.234379
4.413274,6,6590.013005
3.32776,5,6591.467335
1.711111,3,6592.308196
9.414503,11,6595.373067
34.827326,40,6606.978073
29.142121,40,6618.335744
11.393734,16,6622.882957
2.639988,4,6624.066325
1.994312,3,6624.926775
5.172737,7,6626.993555
9.608389,11,6630.182261
12.666143,16,6634.909904
3.821777,6,6636.664872
5.063333,7,6638.706438
16.796695,22,6654.344308
16.33734,21,6660.469022
18.719988,21,6666.456371
16.18833,22,6672.843936
9.930337,13,6676.738841
19.493035,26,6684.234225
23.48822,31,6693.158445
8.667252,13,6696.873769
33.03482,39,6708.129058
20.267227,24,6714.906301
23.531314,28,6723.017828
1.869811,3,6723.929101
4.393946,6,6725.690289
14.306513,19,6731.178691
23.682962,32,6740.537507
17.612675,21,6746.578492
4.615491,6,6748.289062
2.970358,4,6749.413418
10.524975,14,6753.51799
6.659684,8,6755.906931
11.040448,13,6759.673981
9.950102,14,6763.657363
3.132513,5,6765.081644
10.731479,14,6769.099381
20.565197,25,6776.29299
15.196477,20,6782.088618
11.579539,15,6786.387681
2.016534,3,6787.284148
3.847052,6,6789.046554
8.506526,12,6792.440277
1.998541,3,6793.285115
30.283834,40,6804.745975
2.883767,4,6805.96143
23.573223,31,6814.669292
17.463506,22,6820.92135
9.469625,14,6825.006743
11.73546,16,6829.593223
5.48133,7,6831.595103
6.079921,7,6833.572526
8.82541,13,6837.30201
10.776526,13,6841.109826
16.354428,20,6846.826733
16.280986,20,6852.494313
6.61274,8,6854.817159
7.75338,10,6857.741304
5.39568,8,6859.999188
1.665168,3,6860.90504
3.615863,5,6862.365092
13.883835,19,6867.794804
4.372656,6,6869.485029
9.902203,12,6872.926256
2.640463,4,6874.137376
2.754993,4,6875.316992
2.09602,3,6876.216046
8.665238,13,6879.876742
9.038719,12,6883.237362
28.928042,40,6894.483368
7.690472,10,6897.311476
4.091477,6,6899.007864
21.495533,28,6906.964312
6.731294,9,6909.613825
3.381377,5,6911.018615
13.303619,18,6916.076444
8.464447,13,6919.723698
6.660726,9,6922.31785
2.467332,4,6923.448094
3.533231,5,6924.947349
7.327733,10,6927.808437
4.189409,6,6929.532452
2.335723,4,6930.685157
1.043882,2,6931.272929
12.625177,17,6936.220009
8.10777,11,6939.440442
3.266769,5,6940.893547
11.35637,13,6944.636977
29.236501,36,6954.907036
3.466001,5,6956.460402
17.719184,23,6963.084233
10.278634,12,6966.534051
17.464543,26,6974.030452
28.682809,40,6985.486352
28.786353,38,6996.369956
6.877503,9,6998.987342
7.214339,9,7001.604599
4.069985,6,7003.308805
29.069256,40,7014.923445
3.867756,6,7016.614987
5.711134,8,7018.93142
26.498803,36,7029.453556
1.26221,2,7030.028374
7.975015,10,7032.905442
1.77453,3,7033.794802
3.20006,5,7035.291863
3.486163,5,7036.782605
20.193689,25,7044.025378
4.467293,6,7045.816934
4.594312,6,7047.527835
5.4393,7,7049.545604
10.551639,14,7053.595016
10.221555,12,7057.00902
2.533896,4,7058.143833
30.603789,40,7069.559055
10.746588,13,7073.211577
2.444342,4,7074.371531
3.495176,5,7075.857436
20.373741,28,7095.388386
8.712828,11,7098.558923
4.837955,6,7100.316141
3.9923,5,7101.773631
5.615033,7,7103.784469
32.13733,40,7115.202135
7.109127,10,7118.098524
18.320261,24,7124.88674
21.820959,29,7133.234071
11.53258,14,7137.199853
8.245858,12,7140.642179
21.758708,28,7148.784668
30.151436,40,7160.128657
11.502385,14,7164.169458
5.219509,7,7166.105927
4.049547,6,7167.8325
16.194229,22,7174.025437
1.042957,2,7174.596445
31.499164,40,7185.899743
5.214491,6,7187.61825
4.047402,6,7189.301167
12.622789,17,7194.061732
1.798501,3,7194.946365
2.55489,4,7196.099082
6.08507,8,7198.410698
7.326348,10,7201.302007
6.129443,8,7203.525422
7.304732,9,7206.102391
17.103123,22,7212.329856
4.725923,6,7214.081902
11.303386,15,7218.362197
1.860979,3,7219.251143
6.510306,9,7221.844343
5.602354,8,7224.097177
18.163149,21,7230.079635
7.349059,9,7232.636155
12.98947,16,7237.156226
9.839068,13,7240.918322
5.109741,8,7243.184347
1.888326,3,7244.059395
5.172539,6,7245.796807
8.393383,11,7249.028261
1.75283,3,7249.934586
9.755358,13,7253.578988
29.680724,40,7264.83529
7.395821,10,7267.74442
17.56133,22,7274.04635
3.375319,5,7275.573889
13.239668,16,7280.042444
8.867403,13,7283.812405
0.998153,2,7284.434368
33.731769,40,7295.865651
2.425692,4,7296.98163
1.818539,3,7297.854799
10.395365,15,7302.232324
3.977265,5,7303.672013
13.126273,19,7309.080612
22.232336,28,7317.110239
20.192278,27,7324.726852
7.905855,9,7327.274156
4.905989,6,7328.969198
16.610672,21,7334.965326
30.710731,40,7346.252812
5.392025,7,7348.218086
6.067438,8,7350.468554
4.658706,6,7352.154776
8.615744,11,7355.224886
10.933329,14,7359.201824
1.73721,3,7360.110072
12.551334,17,7364.981568
1.839988,3,7365.84219
6.647526,9,7368.490241
2.748364,4,7369.597184
4.413809,6,7371.274549
2.532668,4,7372.429147
1.910548,3,7373.252757
9.418,12,7376.76344
14.787682,19,7382.245422
2.619496,4,7383.393143
13.954741,20,7389.053939
6.443784,9,7391.523445
30.18821,40,7403.105153
7.907051,11,7406.350181
7.039741,10,7409.263811
5.771043,7,7411.312414
5.061632,7,7413.379809
5.725463,7,7415.368311
31.093086,40,7426.856282
8.767318,10,7429.728958
18.920988,24,7436.547345
1.973321,3,7437.45184
21.352427,29,7445.747042
12.917093,16,7450.377364
3.93116,6,7452.077747
11.075469,13,7455.80842
23.186551,31,7464.781698
28.665055,39,7476.072184
6.307968,9,7478.690805
2.508106,4,7479.849738
14.488096,20,7485.61689
1.820164,3,7486.499417
19.653484,26,7494.136572
21.366368,28,7502.135817
6.457443,8,7504.401138
12.370334,15,7508.836293
21.509806,29,7517.122052
11.057333,15,7521.355548
7.573018,10,7542.663924
9.435216,11,7545.889071
4.483982,6,7547.610655
3.994449,6,7549.360864
2.039988,3,7550.236746
22.335622,30,7558.843327
5.679691,7,7560.8815
4.016987,5,7562.356549
23.107044,30,7571.030133
7.926862,11,7574.181289
9.25742,11,7577.412894
24.235885,32,7586.590248
22.210162,28,7594.645084
19.48851,26,7602.100968
1.797942,3,7602.985681
7.236457,9,7605.606488
2.794878,4,7606.742588
19.154946,22,7613.110368
30.451641,40,7624.543659
16.575765,24,7631.52524
25.504322,36,7641.610979
4.441903,6,7643.376599
12.422404,17,7648.168348
4.418856,6,7649.870367
2.860307,4,7651.041636
2.52944,4,7652.157719
1.949868,3,7653.024122
3.439405,5,7654.447197
11.22057,16,7658.948926
12.261971,16,7663.54827
24.479302,33,7672.842397
1.840551,3,7673.707922
4.242383,6,7675.448543
6.337241,9,7678.100163
7.644581,11,7681.233484
11.756744,15,7685.56707
9.92313,11,7688.697294
8.40376,12,7692.09209
22.3272,27,7699.913042
20.434929,26,7707.409058
8.821726,10,7710.279834
7.968226,11,7713.482284
4.643771,6,7715.20179
6.154969,9,7717.827718
9.882857,13,7721.589315
3.864248,6,7723.281837
14.194712,20,7728.989421
15.911132,23,7735.548776
4.000799,6,7737.236111
2.815863,4,7738.358819
4.695486,6,7740.12874
13.809067,17,7744.916225
28.721855,38,7755.813821
10.838483,13,7759.46914
15.87982,22,7765.680025
0.910548,2,7766.288236
5.235117,7,7768.300427
5.92957,8,7770.596331
2.439975,4,7771.772982
32.137935,40,7783.124112
1.909053,3,7784.00306
15.060658,18,7789.084597
1.927645,3,7789.952462
18.509781,23,7796.445285
7.728307,10,7799.365179
12.381967,14,7803.362465
9.115012,11,7806.518162
29.841613,40,7818.326685
3.509049,5,7819.827734
25.698624,31,7828.583001
2.749756,4,7829.746923
1.820537,3,7830.688148
2.597264,4,7831.90815
4.071981,5,7833.360594
24.068439,31,7842.176235
5.971279,7,7844.151759
7.66337,11,7847.268599
12.410593,14,7851.397483
2.681714,4,7852.586909
8.793664,11,7855.772866
13.079536,17,7860.641587
12.527015,16,7865.168436
24.209379,34,7874.868204
30.02731,39,7885.927011
32.585256,40,7897.460074
5.503945,7,7899.49404
11.198527,16,7904.176386
14.771278,17,7909.084763
14.145947,18,7914.256829
8.530672,11,7917.475506
9.659159,11,7920.624455
18.089346,25,7927.679939
9.971278,11,7930.774444
1.92944,3,7931.647668
8.170533,11,7934.818883
2.485641,4,7935.994207
8.749062,10,7938.929088
6.505561,9,7941.532034
6.725774,8,7943.820729
2.620735,4,7945.021334
12.797712,16,7949.544601
2.182234,4,7950.744076
6.041447,8,7953.06835
16.279153,21,7959.153976
12.146325,15,7963.376368
33.519956,40,7992.231138
4.857881,6,7993.95678
4.511056,7,7995.982244
7.770588,10,7998.819218
5.413844,7,8000.812503
2.794201,4,8001.991033
12.530682,18,8007.174198
9.470943,13,8010.983305
12.216157,16,8015.515553
6.529426,8,8017.810756
13.070286,18,8023.125607
5.17048,7,8025.168832
12.513342,17,8030.022037
9.306182,11,8033.159906
9.660712,12,8036.674336
6.841047,9,8039.288859
3.995778,6,8041.100396
4.978013,7,8043.147813
31.78454,40,8054.587142
13.965527,16,8059.224057
14.988328,18,8064.378292
2.620735,4,8065.543796
5.703136,7,8067.569975
15.216132,21,8073.587624
8.239135,11,8076.777175
7.176174,9,8079.367322
4.882158,6,8081.126949
8.6621,12,8084.524447
12.882827,16,8089.173083
22.85771,32,8098.248013
10.857311,13,8101.983543
9.327478,12,8105.456685
1.043882,2,8106.07103
10.175719,15,8110.377265
6.53709,8,8112.643184
12.670426,16,8117.160448
4.020182,6,8118.834964
1.778054,3,8119.685285
31.565104,40,8131.353706
26.957691,36,8141.833835
8.237601,11,8144.962241
9.395073,13,8148.664334
5.238089,7,8150.642888
1.043342,2,8151.248829
2.48739,4,8152.398789
3.638089,5,8153.809532
6.465308,10,8156.728788
2.596752,4,8157.908125
20.324306,26,8165.4093
16.910681,24,8172.149752
10.257752,14,8176.266362
33.832667,40,8187.558093
7.999648,10,8190.36649
4.620273,7,8192.406704
14.722687,20,8198.053547
2.439975,4,8199.192082
3.33277,5,8200.63436
14.523971,20,8206.249661
5.574388,7,8208.325726
7.331995,10,8211.210263
2.594972,4,8212.364928
10.908828,14,8216.420059
1.754057,3,8217.269625
3.839748,5,8218.691752
21.289854,29,8226.995137
1.709053,3,8227.856148
15.241517,20,8233.520111
28.208012,39,8244.817535
17.243966,21,8250.875502
23.480005,27,8258.698696
6.178341,9,8261.353376
20.323659,28,8269.346404
24.398496,29,8277.723849
4.464512,6,8279.46621
31.544036,40,8291.106977
17.413515,21,8297.304749
12.214477,14,8301.319712
12.648303,18,8306.510822
9.903273,14,8310.619914
7.762394,9,8313.273503
26.61613,37,8323.751245
2.644444,4,8324.902347
1.754068,3,8325.782343
22.017064,31,8334.66055
11.986122,17,8339.532722
8.772336,12,8342.96728
8.735604,13,8346.752355
5.840225,8,8349.034438
2.422222,4,8350.225691
13.362042,17,8355.124024
14.108922,21,8361.143638
6.174099,9,8363.818717
5.612836,7,8365.846058
16.458354,20,8371.555024
9.327618,12,8374.913711
3.484134,5,8376.368022
4.161329,5,8377.86281
23.628621,32,8387.062624
2.66221,4,8388.196437
4.175738,6,8389.920169
6.75918,10,8392.777842
8.569799,10,8395.64078
6.909475,9,8398.264392
17.358011,24,8405.101451
1.928877,3,8405.964959
2.48739,4,8407.141529
15.12955,21,8413.188734
16.194728,21,8419.292815
2.639988,4,8420.476257
22.749911,31,8440.757572
22.516603,25,8447.911413
29.595621,40,8459.314534
7.01627,9,8461.770652
6.259923,8,8464.036444
2.904755,4,8465.199356
4.415243,6,8467.01853
10.415122,14,8471.000271
7.951611,11,8474.125416
4.711697,7,8476.115903
8.834145,11,8479.210148
14.556102,20,8484.853403
8.684798,12,8488.239756
6.970533,9,8490.821281
4.309612,6,8492.527364
6.885303,9,8495.031
3.593383,5,8496.478308
1.620735,3,8497.379256
13.105013,18,8502.490988
12.082821,14,8506.477783
3.48433,5,8507.892633
7.703793,10,8510.71571
4.021286,6,8512.508508
14.265075,18,8517.664388
7.552503,9,8520.272496
3.241184,5,8521.691265
9.705772,13,8525.369535
1.798501,3,8526.23176
8.84503,13,8529.933969
7.256184,9,8532.588264
2.596704,4,8533.748353
18.682953,22,8539.941169
15.083333,21,8545.742383
29.885802,40,8557.108558
15.29279,19,8562.484248
2.358144,4,8563.668032
13.881161,19,8569.292517
7.680328,9,8571.897179
4.091564,6,8573.665129
7.998508,12,8577.103108
16.943152,23,8583.637736
10.524675,12,8587.152606
2.971422,4,8588.277076
1.642946,3,8589.138022
15.082278,20,8594.907864
18.035229,24,8601.789813
8.263207,10,8604.698987
12.678464,16,8609.297389
29.17379,40,8620.786101
7.082259,9,8623.353627
2.463419,4,8624.497456
9.817535,12,8627.907816
5.376671,8,8630.179399
2.062773,3,8631.068172
20.692537,25,8638.270422
15.944817,21,8644.369059
5.218871,8,8646.630273
2.597942,4,8647.782472
4.265438,6,8649.450328
1.995543,3,8650.346043
8.914157,11,8653.62408
4.192012,6,8655.382287
6.983741,9,8657.957121
1.909624,3,8658.80733
2.597032,4,8659.965474
5.24227,7,8662.031685
16.441464,21,8668.045105
5.815723,7,8670.139817
28.928174,40,8681.517829
1.77629,3,8682.409811
2.072292,3,8683.241861
7.681326,9,8685.88435
4.850379,7,8687.945527
13.888263,18,8693.123205
6.38355,8,8695.388842
1.6,3,8696.286006
6.600199,9,8698.810297
17.216014,21,8704.930409
4.395543,6,8706.675418
18.498796,24,8713.551265
1.688889,3,8714.441405
3.015863,4,8715.566397
2.418962,4,8716.705667
2.598513,4,8717.848973
19.642404,23,8724.464199
10.887528,14,8728.497004
17.942076,21,8734.530553
13.924174,17,8739.427134
2.360012,4,8740.574925
5.071588,7,8742.531543
3.953139,6,8744.273572
12.62221,16,8748.834123
15.635368,20,8754.531181
20.215827,28,8762.461062
10.147682,14,8766.490847
20.575882,29,8774.819851
12.125864,17,8779.773335
26.906855,36,8790.049903
3.682272,5,8791.511388
33.500028,40,8802.749566
2.312233,4,8803.929252
5.703916,8,8806.305944
12.414373,17,8811.0963
5.064923,6,8812.82734
1.598501,3,8813.700688
19.082673,26,8820.902143
12.086498,15,8825.226793
1.951099,3,8826.08724
9.836706,12,8829.487935
5.658756,7,8831.434691
32.145222,40,8842.770572
28.171908,33,8852.128405
3.838089,5,8853.546175
15.902843,20,8859.372666
